sentence;new_sentence
"En este sentido, ha destacado que la valoración monetaria del tiempo permite contemplar el valor social del cuidado ""informal"", dedicado a personas con limitaciones en su autonomía personal y ha señalado que es una práctica ""invisible para la sociedad"".";"En este sentido, ha destacado que la valoración monetaria del tiempo permite conocer el valor social del cuidado ""informal"", dedicado a personas con limitaciones en su autonomía personal y ha señalado que es una práctica ""invisible para la sociedad""."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio desvela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio demuestra que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio indica que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres aluden problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres mencionan problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres hablan problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres refieren problemas de salud relacionados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el trabajo; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la círculo sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la medio sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la ámbito sociofamiliar."
"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la esfera sociofamiliar.";"Así, este estudio revela que dos de cada tres refieren problemas de salud asociados a la prestación de los cuidados; seis de cada diez, en el ámbito laboral; y cuatro de cada cinco han indicado problemas en la campo sociofamiliar."
Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el esfuerzo investigador”;Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el afán investigador”
Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el esfuerzo investigador”;Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el empeño investigador”
Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el esfuerzo investigador”;Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el trabajo investigador”
“Desde el sistema sanitario y social debemos seguir promoviendo la respuesta integral y coordinada a sus necesidades, respetando su autonomía y valores y estimulando la implicación y responsabilidad de la comunidad”, ha insistido.;“Desde el sistema sanitario y social debemos seguir promoviendo la respuesta completa y coordinada a sus necesidades, respetando su autonomía y valores y estimulando la implicación y responsabilidad de la comunidad”, ha insistido.
“Desde el sistema sanitario y social debemos seguir promoviendo la respuesta integral y coordinada a sus necesidades, respetando su autonomía y valores y estimulando la implicación y responsabilidad de la comunidad”, ha insistido.;“Desde el sistema sanitario y social debemos seguir promoviendo la respuesta global y coordinada a sus necesidades, respetando su autonomía y valores y estimulando la implicación y responsabilidad de la comunidad”, ha insistido.
“Desde el sistema sanitario y social debemos seguir promoviendo la respuesta integral y coordinada a sus necesidades, respetando su autonomía y valores y estimulando la implicación y responsabilidad de la comunidad”, ha insistido.;“Desde el sistema sanitario y social debemos seguir promoviendo la respuesta total y coordinada a sus necesidades, respetando su autonomía y valores y estimulando la implicación y responsabilidad de la comunidad”, ha insistido.
En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la tendencia actual;En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la rumbo actual
En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la tendencia actual;En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la dirección actual
En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la tendencia actual;En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la curso actual
En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la tendencia actual;En el mundo, hay más de 7 millones de personas con Parkinson y se calcula que en el 2040, habrá 12 millones de personas diagnosticadas si se mantiene la marcha actual
Finalmente, la Ministra ha agradecido a las asociaciones de pacientes su imprescindible labor;Finalmente, la Ministra ha agradecido a las asociaciones de pacientes su necesaria labor
La Ministra ha destacado las “importantes contribuciones” de las instituciones públicas españolas a la comunidad científica internacional para conocen bien los mecanismos biológicos del Parkinson;La Ministra ha destacado las “importantes aportaciones” de las instituciones públicas españolas a la comunidad científica internacional para conocen bien los mecanismos biológicos del Parkinson
Según ha explicado, “la hoja de ruta para conseguirlo está determinada, entre otras cosas, por el esfuerzo investigador”;Según ha explicado, “la plan de acción para conseguirlo está determinada, entre otras cosas, por el esfuerzo investigador”
Carcedo ha puesto en valor el “papel fundamental” de los hospitales y centros públicos del Sistema Nacional de Salud, no sólo en la atención sanitaria sino en la producción científica: “Nuestro SNS, así como nuestra de red de Servicios Sociales, son fundamentales para dar respuesta a las necesidades de la personas con Párkinson”.;Carcedo ha puesto en valor el “papel fundamental” de los hospitales y centros públicos del Sistema Nacional de Salud, no sólo en la asistencia médica sino en la producción científica: “Nuestro SNS, así como nuestra de red de Servicios Sociales, son fundamentales para dar respuesta a las necesidades de la personas con Párkinson”.
“Ayudan a la sociedad y a las propias instituciones a entender la realidad de las personas con Parkinson y también a desmontar mitos”;“Ayudan a la sociedad y a las propias instituciones a entender la realidad de las personas con Parkinson y también a desarmar mitos”
“Ayudan a la sociedad y a las propias instituciones a entender la realidad de las personas con Parkinson y también a desmontar mitos”;“Ayudan a la sociedad y a las propias instituciones a entender la realidad de las personas con Parkinson y también a desmontar mentiras”
También ha reconocido la labor de “las personas voluntarias, las familias, los y las profesionales y todas las personas diagnosticadas que se esfuerzan cada día para superarse y construir una sociedad mejor”.;También ha reconocido la labor de “las personas voluntarias, las familias, los y las profesionales y todas las personas diagnosticadas que se esfuerzan cada día para superarse y hacer una sociedad mejor”.
"Entre ellas, garantizar que las demandas de atención no urgente se atiendan en menos de 48 horas.

A";"Entre ellas, garantizar que las peticiones de atención no urgente se atiendan en menos de 48 horas.

A"
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una táctica diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una procedimiento diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una método diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
demás, establece la actualización de la Estrategia de Cronicidad del Sistema Nacional de Salud y el impulso a otras Estrategias ya en marcha como la Promoción de la Salud y Prevención en el SNS o el Plan Nacional frente a la Resistencia a los Antibióticos.También, actualizar la cartera de servicios poniendo el acento en la equidad, los determinantes sociales, y la atención a la cronicidad y dependencia;demás, establece la actualización de la Estrategia de Cronicidad del Sistema Nacional de Salud y el impulso a otras Estrategias ya en marcha como la Promoción de la Salud y Prevención en el SNS o el Plan Nacional frente a la Resistencia a los Antibióticos.También, actualizar la cartera de servicios poniendo el acento en la igualdad, los determinantes sociales, y la atención a la cronicidad y dependencia
La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el compromiso de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”;La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el acuerdo de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”
La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el compromiso de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”;La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el trato de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”
La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el compromiso de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”;La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el pacto de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”
La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el compromiso de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”;La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el promesa de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; asentar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; afianzar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; reafirmar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; fortalecer una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Entre ellas, garantizar que las demandas de atención no urgente se atiendan en menos de 48 horas.

A";"Entre ellas, asegurar que las demandas de atención no urgente se atiendan en menos de 48 horas.

A"
"Entre ellos, constituir una estructura operativa estable en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital";"Entre ellos, constituir una estructura operativa estable en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); poner al día la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital"
Las medidas a corto plazo están previstas que se inicien a lo largo de este año, las de medio plazo en 2020 y las de largo plazo en 2021;Las medidas a corto plazo están planeadas que se inicien a lo largo de este año, las de medio plazo en 2020 y las de largo plazo en 2021
Cada uno de los objetivos incluye acciones a corto, medio y largo plazo para su consecución;Cada uno de los objetivos incluye acciones a corto, medio y largo plazo para su logro
El Marco Estratégico de Atención Primaria recibe el respaldo mayoritario del Consejo Interterritorial del Sistema Nacional de Salud;El Marco Estratégico de asistencia sanitaria esencial recibe el respaldo mayoritario del Consejo Interterritorial del Sistema Nacional de Salud
El Marco Estratégico de Atención Primaria recibe el respaldo mayoritario del Consejo Interterritorial del Sistema Nacional de Salud;El Marco Estratégico de Atención Primaria recibe el apoyo mayoritario del Consejo Interterritorial del Sistema Nacional de Salud
El Pleno del Consejo Interterritorial del Sistema Nacional de Salud (CISNS), se reunió en sesión extraordinaria, ha concedido el respaldo mayoritario de sus miembros al Marco Estratégico para la Atención Primaria de Salud, un documento que responde a la necesidad de afrontar de manera conjunta los problemas y retos actuales de la Atención Primaria.;El Pleno del Consejo Interterritorial del Sistema Nacional de Salud (CISNS), se reunió en reunión extraordinaria, ha concedido el respaldo mayoritario de sus miembros al Marco Estratégico para la Atención Primaria de Salud, un documento que responde a la necesidad de afrontar de manera conjunta los problemas y retos actuales de la Atención Primaria.
La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el compromiso de entregar el documento con las aportaciones de todas las partes antes de Semana Santa”;La ministra de Sanidad, Consumo y Bienestar Social, María Luisa Carcedo, ha anunciado que con la presentación al Cisns “se cumple con el compromiso de entregar el documento con las contribuciones de todas las partes antes de Semana Santa”
Las medidas a corto plazo están previstas que se inicien a lo largo de este año, las de medio plazo en 2020 y las de largo plazo en 2021;Las medidas a corto plazo están previstas que se empiecen a lo largo de este año, las de medio plazo en 2020 y las de largo plazo en 2021
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas concretadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas expresadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas explicadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de trabajadores que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una planificación del dinero y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que aseguren la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
"Entre ellos, constituir una estructura operativa estable en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital";"Entre ellos, constituir una estructura activa estable en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital"
"Entre ellos, constituir una estructura operativa estable en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital";"Entre ellos, constituir una estructura operativa permanente en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital"
"Entre ellos, constituir una estructura operativa estable en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital";"Entre ellos, constituir una estructura operativa continuo en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital"
"Entre ellos, constituir una estructura operativa estable en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital";"Entre ellos, constituir una estructura operativa fijo en el Ministerio para la coordinación y seguimiento del Marco Estratégico para la Atención Primaria de Salud (APS); actualizar la cartera de Servicios; mejorar la financiación y la estabilidad en el empleo de la APS;  fomentar el abordaje biopsicosocial desde la consulta de Atención Primaria y la promoción de la salud; y promover la mejora continua de la Historia de Salud Digital"
demás, establece la actualización de la Estrategia de Cronicidad del Sistema Nacional de Salud y el impulso a otras Estrategias ya en marcha como la Promoción de la Salud y Prevención en el SNS o el Plan Nacional frente a la Resistencia a los Antibióticos.También, actualizar la cartera de servicios poniendo el acento en la equidad, los determinantes sociales, y la atención a la cronicidad y dependencia;demás, establece la actualización de la Estrategia de Cronicidad del Sistema Nacional de Salud y el impulso a otras Estrategias ya en marcha como la Promoción de la Salud y Prevención en el SNS o el Plan Nacional frente a la Resistencia a los Antibióticos.También, actualizar la cartera de servicios poniendo atención en la equidad, los determinantes sociales, y la atención a la cronicidad y dependencia
Asimismo, garantizar el cumplimento de la cartera básica de todas las actuaciones en salud bucodental en el centro de salud, con especial atención a la población infantil, embarazadas y personas con discapacidad.;Asimismo, garantizar el cumplimento de la cartera básica de todas las actuaciones en salud boca y dientes en el centro de salud, con especial atención a la población infantil, embarazadas y personas con discapacidad.
Entre ellas, la aprobación de ofertas públicas de empleo con convocatoria y resolución, al menos, bienal,  con el objetivo de alcanzar progresivamente y mantener una tasa de temporalidad inferior al 8%;Entre ellas, la aprobación de ofertas públicas de empleo con convocatoria y resolución, al menos, cada 2 años,  con el objetivo de alcanzar progresivamente y mantener una tasa de temporalidad inferior al 8%
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características poblacional y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características de población y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y territoriales, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y del territorio, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estaciones del año, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
